neighbourhood,month,year,count 
Etobicoke West Mall,February,2007,7
Islington-City Centre West,February,2007,8
Kingsway South,February,2007,6
Stonegate-Queensway,February,2007,4
Mimico,February,2007,6
New Toronto,February,2007,5
Long Branch,February,2007,4
Alderwood,February,2007,6
Humber Summit,February,2007,9
Humbermede,February,2007,6
Pelmo Park-Humberlea,February,2007,4
Black Creek,February,2007,7
Glenfield-Jane Heights,February,2007,6
Downsview-Roding-CFB,February,2007,9
York University Heights,February,2007,9
Rustic,February,2007,5
Maple Leaf,February,2007,10
Brookhaven-Amesbury,February,2007,8
Yorkdale-Glen Park,February,2007,9
Englemount-Lawrence,February,2007,7
Clanton Park,February,2007,9
Bathurst Manor,February,2007,4
Westminster-Branson,February,2007,10
Newtonbrook West,February,2007,9
Willowdale West,February,2007,9
Lansing-Westgate,February,2007,8
Bedford Park-Nortown,February,2007,7
St.Andrew-Windfields,February,2007,4
Bridle Path-Sunnybrook-York Mills,February,2007,4
Banbury-Don Mills,February,2007,7
Victoria Village,February,2007,4
Flemingdon Park,February,2007,5
Parkwoods-Donalda,February,2007,8
Pleasant View,February,2007,10
Don Valley Village,February,2007,10
Hillcrest Village,February,2007,5
Bayview Woods-Steeles,February,2007,6
Newtonbrook East,February,2007,7
Willowdale East,February,2007,4
Bayview Village,February,2007,5
Henry Farm,February,2007,7
O'Connor-Parkview,February,2007,4
Thorncliffe Park,February,2007,6
Leaside-Bennington,February,2007,9
Broadview North,February,2007,4
Old East York,February,2007,8
Danforth-East York,February,2007,9
Woodbine-Lumsden,February,2007,4
Taylor-Massey,February,2007,5
East End-Danforth,February,2007,8
The Beaches,February,2007,6
Woodbine Corridor,February,2007,7
Greenwood-Coxwell,February,2007,9
Danforth,February,2007,8
Playter Estates-Danforth,February,2007,6
North Riverdale,February,2007,8
Blake-Jones,February,2007,10
South Riverdale,February,2007,7
Cabbagetown-South St.James Town,February,2007,5
Regent Park,February,2007,9
Moss Park,February,2007,8
North St.James Town,February,2007,9
Church-Yonge Corridor,February,2007,9
Bay Street Corridor,February,2007,10
Waterfront Communities-The Island,February,2007,4
Kensington-Chinatown,February,2007,5
University,February,2007,7
Palmerston-Little Italy,February,2007,10
Trinity-Bellwoods,February,2007,5
Niagara,February,2007,10
Dufferin Grove,February,2007,8
Little Portugal,February,2007,4
South Parkdale,February,2007,5
Roncesvalles,February,2007,9
High Park-Swansea,February,2007,5
High Park North,February,2007,5
Runnymede-Bloor West VillageJunction Area,February,2007,4
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,February,2007,6
Annex,February,2007,7
Casa Loma,February,2007,10
Yonge-St.Clair,February,2007,9
Rosedale-Moore Park,February,2007,4
Mount Pleasant East,February,2007,10
Yonge-Eglinton,February,2007,9
Forest Hill South,February,2007,8
Forest Hill North,February,2007,7
Lawrence Park South,February,2007,9
Mount Pleasant West,February,2007,7
Lawrence Park North,February,2007,8
Humewood-Cedarvale,February,2007,8
Oakwood Village,February,2007,10
Briar Hill-Belgravia,February,2007,10
Caledonia-Fairbank,February,2007,8
Keelesdale-Eglinton West,February,2007,8
Rockcliffe-Smythe,February,2007,10
Beechborough-Greenbrook,February,2007,5
Weston,February,2007,6
Lambton Baby Point,February,2007,10
Mount Dennis,February,2007,5
Steeles,February,2007,5
L'Amoreaux,February,2007,9
Tam O'Shanter-Sullivan,February,2007,10
Wexford/Maryvale,February,2007,10
Clairlea-Birchmount,February,2007,6
Oakridge,February,2007,9
Birchcliffe-Cliffside,February,2007,5
Cliffcrest,February,2007,5
Kennedy Park,February,2007,9
Ionview,February,2007,5
Dorset Park,February,2007,8
Bendale,February,2007,4
Agincourt South-Malvern West,February,2007,10
Agincourt North,February,2007,5
Milliken,February,2007,9
Rouge,February,2007,5
Malvern,February,2007,6
Centennial Scarborough,February,2007,4
Highland Creek,February,2007,10
Morningside,February,2007,8
West Humber-Clairville,March,2007,8
Mount Olive-Silverstone-Jamestown,March,2007,10
Thistletown-Beaumond Heights,March,2007,10
Rexdale-Kipling,March,2007,5
Elms-Old Rexdale,March,2007,5
Kingsview Village-The Westway,March,2007,8
Willowridge-Martingrove-Richview,March,2007,7
Humber Heights-Westmount,March,2007,5
Edenbridge-Humber Valley,March,2007,8
Princess-Rosethorn,March,2007,5
Eringate-Centennial-West DeaneMarkland Wood,March,2007,6
Etobicoke West Mall,March,2007,7
Islington-City Centre West,March,2007,8
Kingsway South,March,2007,6
Stonegate-Queensway,March,2007,5
Mimico,March,2007,8
New Toronto,March,2007,7
Long Branch,March,2007,8
Alderwood,March,2007,9
Humber Summit,March,2007,9
Humbermede,March,2007,9
Pelmo Park-Humberlea,March,2007,4
Black Creek,March,2007,6
Glenfield-Jane Heights,March,2007,9
Downsview-Roding-CFB,March,2007,6
York University Heights,March,2007,8
Rustic,March,2007,4
Maple Leaf,March,2007,8
Brookhaven-Amesbury,March,2007,5
Yorkdale-Glen Park,March,2007,5
Englemount-Lawrence,March,2007,9
Clanton Park,March,2007,8
Bathurst Manor,March,2007,6
Westminster-Branson,March,2007,9
Newtonbrook West,March,2007,8
Willowdale West,March,2007,9
Lansing-Westgate,March,2007,4
Bedford Park-Nortown,March,2007,4
St.Andrew-Windfields,March,2007,5
Bridle Path-Sunnybrook-York Mills,March,2007,5
Banbury-Don Mills,March,2007,10
Victoria Village,March,2007,8
Flemingdon Park,March,2007,7
Parkwoods-Donalda,March,2007,4
Pleasant View,March,2007,5
Don Valley Village,March,2007,7
Hillcrest Village,March,2007,7
Bayview Woods-Steeles,March,2007,7
Newtonbrook East,March,2007,9
Willowdale East,March,2007,5
Bayview Village,March,2007,7
Henry Farm,March,2007,6
O'Connor-Parkview,March,2007,7
Thorncliffe Park,March,2007,6
Leaside-Bennington,March,2007,6
Broadview North,March,2007,9
Old East York,March,2007,7
Danforth-East York,March,2007,5
Woodbine-Lumsden,March,2007,7
Taylor-Massey,March,2007,8
East End-Danforth,March,2007,10
The Beaches,March,2007,8
Woodbine Corridor,March,2007,7
Greenwood-Coxwell,March,2007,8
Danforth,March,2007,4
Playter Estates-Danforth,March,2007,4
North Riverdale,March,2007,8
Blake-Jones,March,2007,7
South Riverdale,March,2007,10
Cabbagetown-South St.James Town,March,2007,7
Regent Park,March,2007,5
Moss Park,March,2007,8
North St.James Town,March,2007,6
Church-Yonge Corridor,March,2007,5
Bay Street Corridor,March,2007,5
Waterfront Communities-The Island,March,2007,8
Kensington-Chinatown,March,2007,8
University,March,2007,4
Palmerston-Little Italy,March,2007,9
Trinity-Bellwoods,March,2007,5
Niagara,March,2007,7
Dufferin Grove,March,2007,4
Little Portugal,March,2007,10
South Parkdale,March,2007,7
Roncesvalles,March,2007,8
High Park-Swansea,March,2007,8
High Park North,March,2007,8
Runnymede-Bloor West VillageJunction Area,March,2007,5
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,March,2007,4
Annex,March,2007,9
Casa Loma,March,2007,10
Yonge-St.Clair,March,2007,5
Rosedale-Moore Park,March,2007,7
Mount Pleasant East,March,2007,7
Yonge-Eglinton,March,2007,6
Forest Hill South,March,2007,10
Forest Hill North,March,2007,9
Lawrence Park South,March,2007,6
Mount Pleasant West,March,2007,7
Lawrence Park North,March,2007,5
Humewood-Cedarvale,March,2007,7
Oakwood Village,March,2007,7
Briar Hill-Belgravia,March,2007,10
Caledonia-Fairbank,March,2007,7
Keelesdale-Eglinton West,March,2007,4
Rockcliffe-Smythe,March,2007,4
Beechborough-Greenbrook,March,2007,5
Weston,March,2007,4
Lambton Baby Point,March,2007,7
Mount Dennis,March,2007,7
Steeles,March,2007,4
L'Amoreaux,March,2007,7
Tam O'Shanter-Sullivan,March,2007,9
Wexford/Maryvale,March,2007,6
Clairlea-Birchmount,March,2007,5
Oakridge,March,2007,4
Birchcliffe-Cliffside,March,2007,4
Cliffcrest,March,2007,10
Kennedy Park,March,2007,6
Ionview,March,2007,7
Dorset Park,March,2007,8
Bendale,March,2007,8
Agincourt South-Malvern West,March,2007,8
Agincourt North,March,2007,10
Milliken,March,2007,9
Rouge,March,2007,7
Malvern,March,2007,9
Centennial Scarborough,March,2007,6
Highland Creek,March,2007,5
Morningside,March,2007,7
West Humber-Clairville,April,2007,8
Mount Olive-Silverstone-Jamestown,April,2007,9
Thistletown-Beaumond Heights,April,2007,4
Rexdale-Kipling,April,2007,10
Elms-Old Rexdale,April,2007,7
Kingsview Village-The Westway,April,2007,5
Willowridge-Martingrove-Richview,April,2007,7
Humber Heights-Westmount,April,2007,7
Edenbridge-Humber Valley,April,2007,10
Princess-Rosethorn,April,2007,10
Eringate-Centennial-West DeaneMarkland Wood,April,2007,5
Etobicoke West Mall,April,2007,8
Islington-City Centre West,April,2007,9
Kingsway South,April,2007,8
Stonegate-Queensway,April,2007,6
Mimico,April,2007,6
New Toronto,April,2007,10
Long Branch,April,2007,5
Alderwood,April,2007,4
Humber Summit,April,2007,10
Humbermede,April,2007,6
Pelmo Park-Humberlea,April,2007,10
Black Creek,April,2007,6
Glenfield-Jane Heights,April,2007,5
Downsview-Roding-CFB,April,2007,7
York University Heights,April,2007,10
Rustic,April,2007,4
Maple Leaf,April,2007,4
Brookhaven-Amesbury,April,2007,4
Yorkdale-Glen Park,April,2007,6
Englemount-Lawrence,April,2007,8
Clanton Park,April,2007,4
Bathurst Manor,April,2007,5
Westminster-Branson,April,2007,7
Newtonbrook West,April,2007,8
Willowdale West,April,2007,9
Lansing-Westgate,April,2007,4
Bedford Park-Nortown,April,2007,6
St.Andrew-Windfields,April,2007,10
Bridle Path-Sunnybrook-York Mills,April,2007,9
Banbury-Don Mills,April,2007,8
Victoria Village,April,2007,10
Flemingdon Park,April,2007,4
Parkwoods-Donalda,April,2007,5
Pleasant View,April,2007,4
Don Valley Village,April,2007,6
Hillcrest Village,April,2007,5
Bayview Woods-Steeles,April,2007,10
Newtonbrook East,April,2007,7
Willowdale East,April,2007,10
Bayview Village,April,2007,7
Henry Farm,April,2007,4
O'Connor-Parkview,April,2007,8
Thorncliffe Park,April,2007,10
Leaside-Bennington,April,2007,5
Broadview North,April,2007,4
Old East York,April,2007,6
Danforth-East York,April,2007,6
Woodbine-Lumsden,April,2007,4
Taylor-Massey,April,2007,10
East End-Danforth,April,2007,5
The Beaches,April,2007,7
Woodbine Corridor,April,2007,10
Greenwood-Coxwell,April,2007,9
Danforth,April,2007,7
Playter Estates-Danforth,April,2007,6
North Riverdale,April,2007,10
Blake-Jones,April,2007,4
South Riverdale,April,2007,9
Cabbagetown-South St.James Town,April,2007,10
Regent Park,April,2007,7
Moss Park,April,2007,9
North St.James Town,April,2007,8
Church-Yonge Corridor,April,2007,10
Bay Street Corridor,April,2007,8
Waterfront Communities-The Island,April,2007,10
Kensington-Chinatown,April,2007,9
University,April,2007,4
Palmerston-Little Italy,April,2007,10
Trinity-Bellwoods,April,2007,5
Niagara,April,2007,5
Dufferin Grove,April,2007,9
Little Portugal,April,2007,4
South Parkdale,April,2007,9
Roncesvalles,April,2007,7
High Park-Swansea,April,2007,6
High Park North,April,2007,10
Runnymede-Bloor West VillageJunction Area,April,2007,5
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,April,2007,5
Annex,April,2007,5
Casa Loma,April,2007,10
Yonge-St.Clair,April,2007,5
Rosedale-Moore Park,April,2007,4
Mount Pleasant East,April,2007,4
Yonge-Eglinton,April,2007,9
Forest Hill South,April,2007,8
Forest Hill North,April,2007,8
Lawrence Park South,April,2007,4
Mount Pleasant West,April,2007,9
Lawrence Park North,April,2007,4
Humewood-Cedarvale,April,2007,9
Oakwood Village,April,2007,10
Briar Hill-Belgravia,April,2007,9
Caledonia-Fairbank,April,2007,6
Keelesdale-Eglinton West,April,2007,5
Rockcliffe-Smythe,April,2007,7
Beechborough-Greenbrook,April,2007,4
Weston,April,2007,8
Lambton Baby Point,April,2007,4
Mount Dennis,April,2007,6
Steeles,April,2007,5
L'Amoreaux,April,2007,5
Tam O'Shanter-Sullivan,April,2007,10
Wexford/Maryvale,April,2007,9
Clairlea-Birchmount,April,2007,9
Oakridge,April,2007,7
Birchcliffe-Cliffside,April,2007,4
Cliffcrest,April,2007,8
Kennedy Park,April,2007,4
Ionview,April,2007,6
Dorset Park,April,2007,7
Bendale,April,2007,4
Agincourt South-Malvern West,April,2007,6
Agincourt North,April,2007,4
Milliken,April,2007,4
Rouge,April,2007,6
Malvern,April,2007,8
Centennial Scarborough,April,2007,5
Highland Creek,April,2007,9
Morningside,April,2007,5
West Humber-Clairville,May,2007,7
Mount Olive-Silverstone-Jamestown,May,2007,10
Thistletown-Beaumond Heights,May,2007,10
Rexdale-Kipling,May,2007,4
Elms-Old Rexdale,May,2007,5
Kingsview Village-The Westway,May,2007,7
Willowridge-Martingrove-Richview,May,2007,9
Humber Heights-Westmount,May,2007,7
Edenbridge-Humber Valley,May,2007,10
Princess-Rosethorn,May,2007,7
Eringate-Centennial-West DeaneMarkland Wood,May,2007,9
Etobicoke West Mall,May,2007,9
Islington-City Centre West,May,2007,10
Kingsway South,May,2007,6
Stonegate-Queensway,May,2007,4
Mimico,May,2007,8
New Toronto,May,2007,9
Long Branch,May,2007,8
Alderwood,May,2007,7
Humber Summit,May,2007,4
Humbermede,May,2007,8
Pelmo Park-Humberlea,May,2007,7
Black Creek,May,2007,7
Glenfield-Jane Heights,May,2007,5
Downsview-Roding-CFB,May,2007,9
York University Heights,May,2007,8
Rustic,May,2007,9
Maple Leaf,May,2007,7
Brookhaven-Amesbury,May,2007,8
Yorkdale-Glen Park,May,2007,10
Englemount-Lawrence,May,2007,4
Clanton Park,May,2007,4
Bathurst Manor,May,2007,10
Westminster-Branson,May,2007,6
Newtonbrook West,May,2007,5
Willowdale West,May,2007,6
Lansing-Westgate,May,2007,6
Bedford Park-Nortown,May,2007,10
St.Andrew-Windfields,May,2007,9
Bridle Path-Sunnybrook-York Mills,May,2007,8
Banbury-Don Mills,May,2007,8
Victoria Village,May,2007,10
Flemingdon Park,May,2007,7
Parkwoods-Donalda,May,2007,6
Pleasant View,May,2007,5
Don Valley Village,May,2007,10
Hillcrest Village,May,2007,6
Bayview Woods-Steeles,May,2007,9
Newtonbrook East,May,2007,4
Willowdale East,May,2007,6
Bayview Village,May,2007,4
Henry Farm,May,2007,5
O'Connor-Parkview,May,2007,6
Thorncliffe Park,May,2007,7
Leaside-Bennington,May,2007,4
Broadview North,May,2007,5
Old East York,May,2007,9
Danforth-East York,May,2007,9
Woodbine-Lumsden,May,2007,8
Taylor-Massey,May,2007,6
East End-Danforth,May,2007,9
The Beaches,May,2007,6
Woodbine Corridor,May,2007,9
Greenwood-Coxwell,May,2007,10
Danforth,May,2007,9
Playter Estates-Danforth,May,2007,5
North Riverdale,May,2007,5
Blake-Jones,May,2007,10
South Riverdale,May,2007,9
Cabbagetown-South St.James Town,May,2007,7
Regent Park,May,2007,10
Moss Park,May,2007,7
North St.James Town,May,2007,10
Church-Yonge Corridor,May,2007,8
Bay Street Corridor,May,2007,9
Waterfront Communities-The Island,May,2007,10
Kensington-Chinatown,May,2007,8
University,May,2007,9
Palmerston-Little Italy,May,2007,7
Trinity-Bellwoods,May,2007,4
Niagara,May,2007,5
Dufferin Grove,May,2007,5
Little Portugal,May,2007,6
South Parkdale,May,2007,8
Roncesvalles,May,2007,8
High Park-Swansea,May,2007,9
High Park North,May,2007,7
Runnymede-Bloor West VillageJunction Area,May,2007,6
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,May,2007,9
Annex,May,2007,7
Casa Loma,May,2007,6
Yonge-St.Clair,May,2007,10
Rosedale-Moore Park,May,2007,5
Mount Pleasant East,May,2007,10
Yonge-Eglinton,May,2007,9
Forest Hill South,May,2007,5
Forest Hill North,May,2007,4
Lawrence Park South,May,2007,8
Mount Pleasant West,May,2007,5
Lawrence Park North,May,2007,10
Humewood-Cedarvale,May,2007,4
Oakwood Village,May,2007,8
Briar Hill-Belgravia,May,2007,9
Caledonia-Fairbank,May,2007,6
Keelesdale-Eglinton West,May,2007,6
Rockcliffe-Smythe,May,2007,6
Beechborough-Greenbrook,May,2007,4
Weston,May,2007,8
Lambton Baby Point,May,2007,9
Mount Dennis,May,2007,5
Steeles,May,2007,8
L'Amoreaux,May,2007,4
Tam O'Shanter-Sullivan,May,2007,7
Wexford/Maryvale,May,2007,6
Clairlea-Birchmount,May,2007,8
Oakridge,May,2007,7
Birchcliffe-Cliffside,May,2007,10
Cliffcrest,May,2007,8
Kennedy Park,May,2007,10
Ionview,May,2007,8
Dorset Park,May,2007,10
Bendale,May,2007,8
Agincourt South-Malvern West,May,2007,5
Agincourt North,May,2007,6
Milliken,May,2007,4
Rouge,May,2007,10
Malvern,May,2007,6
Centennial Scarborough,May,2007,10
Highland Creek,May,2007,10
Morningside,May,2007,10
West Humber-Clairville,June,2007,5
Mount Olive-Silverstone-Jamestown,June,2007,9
Thistletown-Beaumond Heights,June,2007,7
Rexdale-Kipling,June,2007,8
Elms-Old Rexdale,June,2007,6
Kingsview Village-The Westway,June,2007,5
Willowridge-Martingrove-Richview,June,2007,9
Humber Heights-Westmount,June,2007,4
Edenbridge-Humber Valley,June,2007,4
Princess-Rosethorn,June,2007,6
Eringate-Centennial-West DeaneMarkland Wood,June,2007,4
Etobicoke West Mall,June,2007,6
Islington-City Centre West,June,2007,6
Kingsway South,June,2007,8
Stonegate-Queensway,June,2007,4
Mimico,June,2007,8
New Toronto,June,2007,7
Long Branch,June,2007,8
Alderwood,June,2007,5
Humber Summit,June,2007,4
Humbermede,June,2007,5
Pelmo Park-Humberlea,June,2007,8
Black Creek,June,2007,5
Glenfield-Jane Heights,June,2007,9
Downsview-Roding-CFB,June,2007,7
York University Heights,June,2007,10
Rustic,June,2007,5
Maple Leaf,June,2007,6
Brookhaven-Amesbury,June,2007,8
Yorkdale-Glen Park,June,2007,6
Englemount-Lawrence,June,2007,9
Clanton Park,June,2007,7
Bathurst Manor,June,2007,10
Westminster-Branson,June,2007,8
Newtonbrook West,June,2007,10
Willowdale West,June,2007,4
Lansing-Westgate,June,2007,8
Bedford Park-Nortown,June,2007,6
St.Andrew-Windfields,June,2007,10
Bridle Path-Sunnybrook-York Mills,June,2007,5
Banbury-Don Mills,June,2007,8
Victoria Village,June,2007,7
Flemingdon Park,June,2007,9
Parkwoods-Donalda,June,2007,6
Pleasant View,June,2007,5
Don Valley Village,June,2007,6
Hillcrest Village,June,2007,7
Bayview Woods-Steeles,June,2007,4
Newtonbrook East,June,2007,6
Willowdale East,June,2007,7
Bayview Village,June,2007,9
Henry Farm,June,2007,4
O'Connor-Parkview,June,2007,5
Thorncliffe Park,June,2007,6
Leaside-Bennington,June,2007,7
Broadview North,June,2007,4
Old East York,June,2007,4
Danforth-East York,June,2007,9
Woodbine-Lumsden,June,2007,7
Taylor-Massey,June,2007,7
East End-Danforth,June,2007,9
The Beaches,June,2007,9
Woodbine Corridor,June,2007,6
Greenwood-Coxwell,June,2007,4
Danforth,June,2007,5
Playter Estates-Danforth,June,2007,5
North Riverdale,June,2007,4
Blake-Jones,June,2007,8
South Riverdale,June,2007,7
Cabbagetown-South St.James Town,June,2007,10
Regent Park,June,2007,5
Moss Park,June,2007,4
North St.James Town,June,2007,6
Church-Yonge Corridor,June,2007,7
Bay Street Corridor,June,2007,4
Waterfront Communities-The Island,June,2007,4
Kensington-Chinatown,June,2007,9
University,June,2007,5
Palmerston-Little Italy,June,2007,8
Trinity-Bellwoods,June,2007,9
Niagara,June,2007,10
Dufferin Grove,June,2007,5
Little Portugal,June,2007,9
South Parkdale,June,2007,8
Roncesvalles,June,2007,9
High Park-Swansea,June,2007,9
High Park North,June,2007,4
Runnymede-Bloor West VillageJunction Area,June,2007,10
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,June,2007,7
Annex,June,2007,4
Casa Loma,June,2007,4
Yonge-St.Clair,June,2007,10
Rosedale-Moore Park,June,2007,4
Mount Pleasant East,June,2007,7
Yonge-Eglinton,June,2007,9
Forest Hill South,June,2007,6
Forest Hill North,June,2007,10
Lawrence Park South,June,2007,5
Mount Pleasant West,June,2007,4
Lawrence Park North,June,2007,8
Humewood-Cedarvale,June,2007,7
Oakwood Village,June,2007,5
Briar Hill-Belgravia,June,2007,6
Caledonia-Fairbank,June,2007,7
Keelesdale-Eglinton West,June,2007,10
Rockcliffe-Smythe,June,2007,9
Beechborough-Greenbrook,June,2007,10
Weston,June,2007,9
Lambton Baby Point,June,2007,8
Mount Dennis,June,2007,4
Steeles,June,2007,9
L'Amoreaux,June,2007,8
Tam O'Shanter-Sullivan,June,2007,8
Wexford/Maryvale,June,2007,6
Clairlea-Birchmount,June,2007,5
Oakridge,June,2007,7
Birchcliffe-Cliffside,June,2007,8
Cliffcrest,June,2007,10
Kennedy Park,June,2007,10
Ionview,June,2007,5
Dorset Park,June,2007,7
Bendale,June,2007,10
Agincourt South-Malvern West,June,2007,5
Agincourt North,June,2007,7
Milliken,June,2007,7
Rouge,June,2007,4
Malvern,June,2007,5
Centennial Scarborough,June,2007,5
Highland Creek,June,2007,4
Morningside,June,2007,6
West Humber-Clairville,July,2007,10
Mount Olive-Silverstone-Jamestown,July,2007,5
Thistletown-Beaumond Heights,July,2007,7
Rexdale-Kipling,July,2007,8
Elms-Old Rexdale,July,2007,6
Kingsview Village-The Westway,July,2007,9
Willowridge-Martingrove-Richview,July,2007,6
Humber Heights-Westmount,July,2007,6
Edenbridge-Humber Valley,July,2007,7
Princess-Rosethorn,July,2007,5
Eringate-Centennial-West DeaneMarkland Wood,July,2007,7
Etobicoke West Mall,July,2007,5
Islington-City Centre West,July,2007,6
Kingsway South,July,2007,10
Stonegate-Queensway,July,2007,6
Mimico,July,2007,7
New Toronto,July,2007,5
Long Branch,July,2007,8
Alderwood,July,2007,10
Humber Summit,July,2007,4
Humbermede,July,2007,6
Pelmo Park-Humberlea,July,2007,8
Black Creek,July,2007,4
Glenfield-Jane Heights,July,2007,5
Downsview-Roding-CFB,July,2007,8
York University Heights,July,2007,9
Rustic,July,2007,10
Maple Leaf,July,2007,5
Brookhaven-Amesbury,July,2007,4
Yorkdale-Glen Park,July,2007,5
Englemount-Lawrence,July,2007,8
Clanton Park,July,2007,9
Bathurst Manor,July,2007,6
Westminster-Branson,July,2007,5
Newtonbrook West,July,2007,5
Willowdale West,July,2007,9
Lansing-Westgate,July,2007,10
Bedford Park-Nortown,July,2007,7
St.Andrew-Windfields,July,2007,10
Bridle Path-Sunnybrook-York Mills,July,2007,4
Banbury-Don Mills,July,2007,8
Victoria Village,July,2007,10
Flemingdon Park,July,2007,4
Parkwoods-Donalda,July,2007,5
Pleasant View,July,2007,6
Don Valley Village,July,2007,9
Hillcrest Village,July,2007,10
Bayview Woods-Steeles,July,2007,6
Newtonbrook East,July,2007,10
Willowdale East,July,2007,7
Bayview Village,July,2007,9
Henry Farm,July,2007,6
O'Connor-Parkview,July,2007,10
Thorncliffe Park,July,2007,10
Leaside-Bennington,July,2007,8
Broadview North,July,2007,6
Old East York,July,2007,9
Danforth-East York,July,2007,7
Woodbine-Lumsden,July,2007,9
Taylor-Massey,July,2007,7
East End-Danforth,July,2007,6
The Beaches,July,2007,9
Woodbine Corridor,July,2007,7
Greenwood-Coxwell,July,2007,6
Danforth,July,2007,7
Playter Estates-Danforth,July,2007,9
North Riverdale,July,2007,9
Blake-Jones,July,2007,4
South Riverdale,July,2007,8
Cabbagetown-South St.James Town,July,2007,9
Regent Park,July,2007,9
Moss Park,July,2007,9
North St.James Town,July,2007,7
Church-Yonge Corridor,July,2007,8
Bay Street Corridor,July,2007,9
Waterfront Communities-The Island,July,2007,7
Kensington-Chinatown,July,2007,10
University,July,2007,4
Palmerston-Little Italy,July,2007,10
Trinity-Bellwoods,July,2007,5
Niagara,July,2007,9
Dufferin Grove,July,2007,7
Little Portugal,July,2007,8
South Parkdale,July,2007,9
Roncesvalles,July,2007,4
High Park-Swansea,July,2007,10
High Park North,July,2007,10
Runnymede-Bloor West VillageJunction Area,July,2007,5
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,July,2007,7
Annex,July,2007,9
Casa Loma,July,2007,8
Yonge-St.Clair,July,2007,6
Rosedale-Moore Park,July,2007,6
Mount Pleasant East,July,2007,8
Yonge-Eglinton,July,2007,10
Forest Hill South,July,2007,9
Forest Hill North,July,2007,4
Lawrence Park South,July,2007,7
Mount Pleasant West,July,2007,4
Lawrence Park North,July,2007,9
Humewood-Cedarvale,July,2007,7
Oakwood Village,July,2007,10
Briar Hill-Belgravia,July,2007,9
Caledonia-Fairbank,July,2007,5
Keelesdale-Eglinton West,July,2007,6
Rockcliffe-Smythe,July,2007,5
Beechborough-Greenbrook,July,2007,5
Weston,July,2007,8
Lambton Baby Point,July,2007,9
Mount Dennis,July,2007,9
Steeles,July,2007,10
L'Amoreaux,July,2007,6
Tam O'Shanter-Sullivan,July,2007,10
Wexford/Maryvale,July,2007,10
Clairlea-Birchmount,July,2007,5
Oakridge,July,2007,10
Birchcliffe-Cliffside,July,2007,7
Cliffcrest,July,2007,8
Kennedy Park,July,2007,7
Ionview,July,2007,8
Dorset Park,July,2007,4
Bendale,July,2007,6
Agincourt South-Malvern West,July,2007,7
Agincourt North,July,2007,9
Milliken,July,2007,9
Rouge,July,2007,10
Malvern,July,2007,7
Centennial Scarborough,July,2007,9
Highland Creek,July,2007,7
Morningside,July,2007,8
West Humber-Clairville,August,2007,5
Mount Olive-Silverstone-Jamestown,August,2007,8
Thistletown-Beaumond Heights,August,2007,7
Rexdale-Kipling,August,2007,7
Elms-Old Rexdale,August,2007,8
Kingsview Village-The Westway,August,2007,9
Willowridge-Martingrove-Richview,August,2007,10
Humber Heights-Westmount,August,2007,7
Edenbridge-Humber Valley,August,2007,4
Princess-Rosethorn,August,2007,10
Eringate-Centennial-West DeaneMarkland Wood,August,2007,4
Etobicoke West Mall,August,2007,8
Islington-City Centre West,August,2007,7
Kingsway South,August,2007,6
Stonegate-Queensway,August,2007,9
Mimico,August,2007,6
New Toronto,August,2007,9
Long Branch,August,2007,6
Alderwood,August,2007,9
Humber Summit,August,2007,10
Humbermede,August,2007,9
Pelmo Park-Humberlea,August,2007,9
Black Creek,August,2007,6
Glenfield-Jane Heights,August,2007,10
Downsview-Roding-CFB,August,2007,10
York University Heights,August,2007,4
Rustic,August,2007,10
Maple Leaf,August,2007,4
Brookhaven-Amesbury,August,2007,5
Yorkdale-Glen Park,August,2007,6
Englemount-Lawrence,August,2007,4
Clanton Park,August,2007,10
Bathurst Manor,August,2007,10
Westminster-Branson,August,2007,7
Newtonbrook West,August,2007,10
Willowdale West,August,2007,10
Lansing-Westgate,August,2007,6
Bedford Park-Nortown,August,2007,8
St.Andrew-Windfields,August,2007,9
Bridle Path-Sunnybrook-York Mills,August,2007,6
Banbury-Don Mills,August,2007,5
Victoria Village,August,2007,4
Flemingdon Park,August,2007,6
Parkwoods-Donalda,August,2007,5
Pleasant View,August,2007,9
Don Valley Village,August,2007,9
Hillcrest Village,August,2007,10
Bayview Woods-Steeles,August,2007,9
Newtonbrook East,August,2007,4
Willowdale East,August,2007,7
Bayview Village,August,2007,8
Henry Farm,August,2007,4
O'Connor-Parkview,August,2007,10
Thorncliffe Park,August,2007,8
Leaside-Bennington,August,2007,8
Broadview North,August,2007,10
Old East York,August,2007,4
Danforth-East York,August,2007,10
Woodbine-Lumsden,August,2007,7
Taylor-Massey,August,2007,10
East End-Danforth,August,2007,10
The Beaches,August,2007,7
Woodbine Corridor,August,2007,4
Greenwood-Coxwell,August,2007,4
Danforth,August,2007,7
Playter Estates-Danforth,August,2007,7
