neighbourhood,month,year,count 
Regent Park,November,2009,3
Humber Heights-Westmount,November,2009,5
Rustic,November,2009,5
Caledonia-Fairbank,November,2009,5
Steeles,November,2009,2
University,November,2009,3
Mount Pleasant West,November,2009,2
Willowdale West,November,2009,5
Rockcliffe-Smythe,November,2009,3
Bedford Park-Nortown,November,2009,3
Runnymede-Bloor West VillageJunction Area,November,2009,2
Trinity-Bellwoods,November,2009,5
Agincourt North,November,2009,3
Agincourt South-Malvern West,November,2009,2
Kensington-Chinatown,November,2009,4
Lawrence Park North,November,2009,3
Brookhaven-Amesbury,November,2009,5
North St.James Town,November,2009,2
Mount Olive-Silverstone-Jamestown,November,2009,2
Casa Loma,November,2009,3
Steeles,November,2009,4
Westminster-Branson,November,2009,3
Yorkdale-Glen Park,November,2009,5
Bay Street Corridor,November,2009,3
Morningside,November,2009,3
Don Valley Village,November,2009,4
Wexford/Maryvale,November,2009,5
Palmerston-Little Italy,November,2009,2
O'Connor-Parkview,November,2009,5
Humewood-Cedarvale,November,2009,3
Willowdale East,November,2009,2
The Beaches,November,2009,3
Thistletown-Beaumond Heights,November,2009,2
South Riverdale,November,2009,4
Moss Park,November,2009,2
Casa Loma,November,2009,5
Lawrence Park South,November,2009,2
Birchcliffe-Cliffside,November,2009,2
Yonge-St.Clair,November,2009,2
Guildwood,November,2009,2
Agincourt South-Malvern West,November,2009,3
Rustic,November,2009,4
Stonegate-Queensway,November,2009,2
East End-Danforth,November,2009,5
Waterfront Communities-The Island,November,2009,3
Kennedy Park,November,2009,3
Maple Leaf,November,2009,5
West Humber-Clairville,November,2009,3
West Humber-Clairville,November,2009,5
Elms-Old Rexdale,November,2009,5
Kingsview Village-The Westway,November,2009,5
Bayview Woods-Steeles,November,2009,3
Pleasant View,November,2009,3
Thorncliffe Park,November,2009,5
Beechborough-Greenbrook,November,2009,2
High Park North,November,2009,5
Rockcliffe-Smythe,November,2009,4
Willowdale East,November,2009,2
Taylor-Massey,November,2009,4
Taylor-Massey,November,2009,4
Newtonbrook West,November,2009,4
Danforth-East York,November,2009,2
Mimico,November,2009,4
Waterfront Communities-The Island,November,2009,4
Willowdale East,November,2009,4
Willowdale West,November,2009,2
Little Portugal,November,2009,5
Kingsway South,November,2009,4
Clanton Park,November,2009,4
Black Creek,November,2009,5
Kensington-Chinatown,November,2009,5
Mount Pleasant East,November,2009,5
Black Creek,November,2009,3
Downsview-Roding-CFB,November,2009,3
Downsview-Roding-CFB,November,2009,3
The Beaches,November,2009,2
Regent Park,November,2009,4
Clanton Park,November,2009,5
East End-Danforth,November,2009,2
Lawrence Park North,November,2009,2
Bridle Path-Sunnybrook-York Mills,November,2009,5
University,November,2009,4
Old East York,November,2009,4
Broadview North,November,2009,4
Wexford/Maryvale,November,2009,3
Bridle Path-Sunnybrook-York Mills,November,2009,4
Church-Yonge Corridor,November,2009,3
High Park-Swansea,November,2009,5
Bay Street Corridor,November,2009,4
Mount Pleasant West,November,2009,2
Humbermede,November,2009,5
Milliken,November,2009,5
Rouge,November,2009,2
Casa Loma,December,2009,2
Agincourt South-Malvern West,December,2009,4
Elms-Old Rexdale,December,2009,3
Alderwood,December,2009,4
Forest Hill North,December,2009,3
Thorncliffe Park,December,2009,4
Church-Yonge Corridor,December,2009,5
Newtonbrook East,December,2009,2
Clanton Park,December,2009,4
Victoria Village,December,2009,4
Highland Creek,December,2009,2
Princess-Rosethorn,December,2009,2
Mount Olive-Silverstone-Jamestown,December,2009,4
Keelesdale-Eglinton West,December,2009,3
Humber Summit,December,2009,2
Black Creek,December,2009,3
Eglinton East,December,2009,3
Annex,December,2009,3
North Riverdale,December,2009,4
Pleasant View,December,2009,3
Lawrence Park South,December,2009,4
South Riverdale,December,2009,5
University,December,2009,5
Wexford/Maryvale,December,2009,3
Henry Farm,December,2009,4
Regent Park,December,2009,3
Steeles,December,2009,2
Rouge,December,2009,3
Moss Park,December,2009,4
High Park-Swansea,December,2009,2
Humewood-Cedarvale,December,2009,4
Bathurst Manor,December,2009,3
Agincourt North,December,2009,5
Morningside,December,2009,5
Caledonia-Fairbank,December,2009,5
Dorset Park,December,2009,3
Rockcliffe-Smythe,December,2009,2
Church-Yonge Corridor,December,2009,5
Yonge-Eglinton,December,2009,2
Trinity-Bellwoods,December,2009,5
Thistletown-Beaumond Heights,December,2009,4
Dorset Park,December,2009,5
Regent Park,December,2009,2
Don Valley Village,December,2009,3
Clairlea-Birchmount,December,2009,4
Thorncliffe Park,December,2009,2
West Hill,December,2009,4
Bayview Village,December,2009,2
Englemount-Lawrence,December,2009,5
Tam O'Shanter-Sullivan,December,2009,4
Banbury-Don Mills,December,2009,3
Woburn,December,2009,2
Lawrence Park North,December,2009,3
Lambton Baby Point,December,2009,5
Kensington-Chinatown,December,2009,5
Bridle Path-Sunnybrook-York Mills,December,2009,5
Lawrence Park South,December,2009,2
Newtonbrook East,December,2009,4
Alderwood,December,2009,3
Old East York,December,2009,2
Englemount-Lawrence,December,2009,4
Kingsview Village-The Westway,December,2009,3
South Parkdale,December,2009,5
Keelesdale-Eglinton West,December,2009,5
Islington-City Centre West,December,2009,4
Yonge-Eglinton,December,2009,5
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,December,2009,2
Trinity-Bellwoods,December,2009,2
Newtonbrook East,December,2009,3
Clairlea-Birchmount,December,2009,3
Bathurst Manor,December,2009,5
Humewood-Cedarvale,December,2009,3
Guildwood,December,2009,5
Birchcliffe-Cliffside,December,2009,3
Milliken,December,2009,4
Regent Park,December,2009,5
Maple Leaf,December,2009,3
Glenfield-Jane Heights,December,2009,3
Trinity-Bellwoods,December,2009,2
Annex,December,2009,5
South Riverdale,December,2009,4
Downsview-Roding-CFB,December,2009,3
Willowdale West,December,2009,3
Palmerston-Little Italy,December,2009,2
Playter Estates-Danforth,December,2009,2
West Hill,December,2009,5
Henry Farm,December,2009,5
Woburn,December,2009,5
Playter Estates-Danforth,December,2009,4
Malvern,December,2009,5
Rosedale-Moore Park,December,2009,3
Willowridge-Martingrove-Richview,December,2009,4
Centennial Scarborough,December,2009,5
Regent Park,December,2009,3
Roncesvalles,December,2009,3
Scarborough Village,December,2009,5
Palmerston-Little Italy,December,2009,3
Playter Estates-Danforth,December,2009,5
Yorkdale-Glen Park,December,2009,3
St.Andrew-Windfields,December,2009,4
Mount Dennis,December,2009,3
Morningside,December,2009,5
Banbury-Don Mills,December,2009,4
Edenbridge-Humber Valley,December,2009,4
Clairlea-Birchmount,December,2009,4
Thistletown-Beaumond Heights,December,2009,5
Newtonbrook East,December,2009,5
Bedford Park-Nortown,December,2009,2
Newtonbrook West,December,2009,4
Oakridge,December,2009,2
Forest Hill North,December,2009,3
South Parkdale,December,2009,5
Humbermede,December,2009,5
Bayview Village,December,2009,4
Clairlea-Birchmount,December,2009,5
Niagara,December,2009,5
Bedford Park-Nortown,December,2009,2
Princess-Rosethorn,December,2009,3
Rosedale-Moore Park,December,2009,4
Etobicoke West Mall,December,2009,4
Woodbine Corridor,December,2009,2
Don Valley Village,December,2009,4
Yorkdale-Glen Park,December,2009,2
Regent Park,December,2009,4
Palmerston-Little Italy,December,2009,5
Bathurst Manor,December,2009,2
Yonge-Eglinton,December,2009,3
South Riverdale,December,2009,3
University,December,2009,4
Westminster-Branson,December,2009,4
New Toronto,December,2009,5
Elms-Old Rexdale,December,2009,3
Woodbine-Lumsden,December,2009,4
Briar Hill-Belgravia,December,2009,2
Humewood-Cedarvale,December,2009,3
Danforth,December,2009,5
Taylor-Massey,December,2009,3
Rexdale-Kipling,December,2009,2
Oakwood Village,December,2009,5
Thorncliffe Park,December,2009,3
Lambton Baby Point,December,2009,3
Cliffcrest,January,2010,4
Etobicoke West Mall,January,2010,4
Dufferin Grove,January,2010,4
Eringate-Centennial-West DeaneMarkland Wood,January,2010,2
Bendale,January,2010,2
Broadview North,January,2010,3
Mount Pleasant East,January,2010,5
Playter Estates-Danforth,January,2010,4
Danforth,January,2010,3
Rosedale-Moore Park,January,2010,5
Brookhaven-Amesbury,January,2010,4
Keelesdale-Eglinton West,January,2010,2
Eringate-Centennial-West DeaneMarkland Wood,January,2010,3
Malvern,January,2010,4
Islington-City Centre West,January,2010,3
Kennedy Park,January,2010,4
Yonge-St.Clair,January,2010,4
Palmerston-Little Italy,January,2010,3
Eglinton East,January,2010,3
Forest Hill South,January,2010,5
Steeles,January,2010,3
Clanton Park,January,2010,3
East End-Danforth,January,2010,2
Waterfront Communities-The Island,January,2010,3
Rustic,January,2010,4
Playter Estates-Danforth,January,2010,5
Dorset Park,January,2010,2
Lansing-Westgate,January,2010,3
Lambton Baby Point,January,2010,3
East End-Danforth,January,2010,2
Danforth-East York,January,2010,2
Beechborough-Greenbrook,January,2010,4
Dufferin Grove,January,2010,5
Church-Yonge Corridor,January,2010,5
South Riverdale,January,2010,3
South Riverdale,January,2010,3
Humber Heights-Westmount,January,2010,4
Bayview Woods-Steeles,January,2010,3
Highland Creek,January,2010,5
Bedford Park-Nortown,January,2010,3
Highland Creek,January,2010,2
Black Creek,January,2010,2
Leaside-Bennington,January,2010,4
Mount Pleasant West,January,2010,3
Victoria Village,January,2010,3
Taylor-Massey,January,2010,4
Flemingdon Park,January,2010,5
Forest Hill North,January,2010,3
Glenfield-Jane Heights,January,2010,3
Englemount-Lawrence,January,2010,5
Mount Dennis,January,2010,2
Rexdale-Kipling,January,2010,4
New Toronto,January,2010,5
Leaside-Bennington,January,2010,4
Thistletown-Beaumond Heights,January,2010,5
Wexford/Maryvale,January,2010,3
Woburn,January,2010,2
Flemingdon Park,January,2010,3
Mount Dennis,January,2010,5
Old East York,January,2010,2
Leaside-Bennington,January,2010,3
Rockcliffe-Smythe,January,2010,3
Highland Creek,January,2010,4
Morningside,January,2010,5
Eglinton East,January,2010,3
Caledonia-Fairbank,January,2010,2
Pleasant View,January,2010,5
Hillcrest Village,January,2010,2
Danforth-East York,January,2010,3
Wexford/Maryvale,January,2010,5
Eringate-Centennial-West DeaneMarkland Wood,January,2010,5
Newtonbrook East,January,2010,3
Woodbine-Lumsden,January,2010,3
Mount Olive-Silverstone-Jamestown,January,2010,2
Willowdale West,January,2010,4
Bedford Park-Nortown,January,2010,5
Etobicoke West Mall,January,2010,2
Henry Farm,January,2010,3
Bathurst Manor,January,2010,2
Kingsview Village-The Westway,January,2010,3
Black Creek,January,2010,2
Willowdale West,January,2010,2
Kennedy Park,January,2010,2
Mount Pleasant West,January,2010,2
Rockcliffe-Smythe,January,2010,2
Morningside,January,2010,2
Old East York,January,2010,4
West Hill,January,2010,2
The Beaches,January,2010,5
Cabbagetown-South St.James Town,January,2010,3
Dufferin Grove,January,2010,3
Woodbine Corridor,January,2010,2
Leaside-Bennington,January,2010,4
Runnymede-Bloor West VillageJunction Area,January,2010,3
Leaside-Bennington,January,2010,5
L'Amoreaux,January,2010,5
Kensington-Chinatown,January,2010,3
Lawrence Park North,January,2010,5
Mount Dennis,January,2010,2
Pelmo Park-Humberlea,January,2010,4
Birchcliffe-Cliffside,January,2010,3
Keelesdale-Eglinton West,January,2010,5
Steeles,January,2010,3
Willowridge-Martingrove-Richview,January,2010,4
North Riverdale,January,2010,5
Flemingdon Park,January,2010,3
Hillcrest Village,January,2010,2
Scarborough Village,January,2010,3
Forest Hill North,January,2010,3
Taylor-Massey,January,2010,3
Yorkdale-Glen Park,January,2010,3
Eglinton East,January,2010,2
Forest Hill North,January,2010,2
Edenbridge-Humber Valley,January,2010,4
Brookhaven-Amesbury,January,2010,5
Willowridge-Martingrove-Richview,January,2010,2
Weston,January,2010,4
Rosedale-Moore Park,January,2010,3
Downsview-Roding-CFB,January,2010,5
The Beaches,January,2010,5
Black Creek,January,2010,5
University,January,2010,5
St.Andrew-Windfields,January,2010,5
Pelmo Park-Humberlea,January,2010,3
North Riverdale,January,2010,2
St.Andrew-Windfields,January,2010,4
Mimico,January,2010,5
Forest Hill North,January,2010,3
South Parkdale,January,2010,5
Lambton Baby Point,January,2010,2
L'Amoreaux,January,2010,4
Waterfront Communities-The Island,January,2010,4
Moss Park,January,2010,3
Rouge,January,2010,3
Bridle Path-Sunnybrook-York Mills,January,2010,4
Etobicoke West Mall,January,2010,2
Highland Creek,January,2010,3
Don Valley Village,January,2010,2
Milliken,January,2010,3
South Riverdale,January,2010,4
Leaside-Bennington,January,2010,4
Bayview Woods-Steeles,February,2010,2
Parkwoods-Donalda,February,2010,2
Centennial Scarborough,February,2010,5
Stonegate-Queensway,February,2010,4
Bayview Village,February,2010,3
East End-Danforth,February,2010,4
Bridle Path-Sunnybrook-York Mills,February,2010,2
Newtonbrook East,February,2010,3
Maple Leaf,February,2010,3
Wexford/Maryvale,February,2010,4
St.Andrew-Windfields,February,2010,2
Church-Yonge Corridor,February,2010,2
Lansing-Westgate,February,2010,3
O'Connor-Parkview,February,2010,5
Greenwood-Coxwell,February,2010,2
L'Amoreaux,February,2010,2
New Toronto,February,2010,4
West Hill,February,2010,5
Dufferin Grove,February,2010,4
Rouge,February,2010,4
Yorkdale-Glen Park,February,2010,3
Mount Olive-Silverstone-Jamestown,February,2010,3
University,February,2010,5
Highland Creek,February,2010,2
Briar Hill-Belgravia,February,2010,4
Newtonbrook West,February,2010,5
Greenwood-Coxwell,February,2010,2
Mount Olive-Silverstone-Jamestown,February,2010,2
Parkwoods-Donalda,February,2010,2
Old East York,February,2010,3
Flemingdon Park,February,2010,3
Steeles,February,2010,4
Humewood-Cedarvale,February,2010,2
Glenfield-Jane Heights,February,2010,2
Flemingdon Park,February,2010,4
Lawrence Park North,February,2010,4
Rustic,February,2010,4
Thistletown-Beaumond Heights,February,2010,5
Milliken,February,2010,5
Victoria Village,February,2010,5
Flemingdon Park,February,2010,2
Humber Summit,February,2010,4
Agincourt North,February,2010,5
Maple Leaf,February,2010,4
Woodbine Corridor,February,2010,2
Niagara,February,2010,2
Willowdale East,February,2010,3
Dufferin Grove,February,2010,3
Forest Hill North,February,2010,3
Bridle Path-Sunnybrook-York Mills,February,2010,5
Bridle Path-Sunnybrook-York Mills,February,2010,3
Oakwood Village,February,2010,5
Pelmo Park-Humberlea,February,2010,5
South Parkdale,February,2010,4
Broadview North,February,2010,4
Morningside,February,2010,2
Rouge,February,2010,5
Woodbine Corridor,February,2010,3
Casa Loma,February,2010,5
Mount Pleasant East,February,2010,5
Princess-Rosethorn,February,2010,2
Weston,February,2010,5
Woodbine Corridor,February,2010,3
Yorkdale-Glen Park,February,2010,2
Willowdale East,February,2010,2
Newtonbrook West,February,2010,3
Edenbridge-Humber Valley,February,2010,3
Parkwoods-Donalda,February,2010,3
Malvern,February,2010,3
Moss Park,February,2010,2
Caledonia-Fairbank,February,2010,2
Downsview-Roding-CFB,February,2010,5
Playter Estates-Danforth,February,2010,3
Niagara,February,2010,5
Regent Park,February,2010,3
St.Andrew-Windfields,February,2010,5
St.Andrew-Windfields,February,2010,3
Woodbine Corridor,February,2010,3
Roncesvalles,February,2010,5
Mount Dennis,February,2010,2
Oakwood Village,February,2010,3
Woodbine Corridor,February,2010,4
Danforth,February,2010,3
Willowdale East,February,2010,4
Oakridge,February,2010,3
Etobicoke West Mall,February,2010,4
Runnymede-Bloor West VillageJunction Area,February,2010,2
Newtonbrook West,February,2010,2
Waterfront Communities-The Island,February,2010,2
Centennial Scarborough,February,2010,2
Humewood-Cedarvale,February,2010,3
Stonegate-Queensway,February,2010,5
Thorncliffe Park,February,2010,2
West Hill,February,2010,3
Bathurst Manor,February,2010,4
Eringate-Centennial-West DeaneMarkland Wood,February,2010,5
Playter Estates-Danforth,February,2010,5
L'Amoreaux,February,2010,5
High Park North,February,2010,2
Mount Dennis,February,2010,4
Etobicoke West Mall,February,2010,3
Regent Park,February,2010,4
Waterfront Communities-The Island,February,2010,3
The Beaches,February,2010,5
Hillcrest Village,February,2010,4
Parkwoods-Donalda,February,2010,3
Birchcliffe-Cliffside,February,2010,3
Yorkdale-Glen Park,February,2010,4
Ionview,February,2010,3
Taylor-Massey,February,2010,5
Beechborough-Greenbrook,February,2010,4
Downsview-Roding-CFB,February,2010,3
Beechborough-Greenbrook,February,2010,2
Clanton Park,February,2010,3
Playter Estates-Danforth,February,2010,2
University,February,2010,4
Bathurst Manor,February,2010,5
Lawrence Park South,February,2010,2
Leaside-Bennington,February,2010,2
Dorset Park,February,2010,2
Don Valley Village,February,2010,4
Ionview,February,2010,3
Ionview,February,2010,4
Lansing-Westgate,February,2010,4
Alderwood,February,2010,4
Bendale,February,2010,3
Clanton Park,February,2010,3
Ionview,February,2010,3
West Humber-Clairville,February,2010,5
Oakwood Village,February,2010,2
West Hill,February,2010,4
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,February,2010,4
Bay Street Corridor,February,2010,2
Eringate-Centennial-West DeaneMarkland Wood,February,2010,3
Tam O'Shanter-Sullivan,February,2010,4
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,February,2010,5
Lansing-Westgate,February,2010,2
Westminster-Branson,February,2010,3
North St.James Town,February,2010,3
Bayview Woods-Steeles,February,2010,2
Flemingdon Park,February,2010,4
Stonegate-Queensway,March,2010,3
Woodbine Corridor,March,2010,4
Mount Pleasant East,March,2010,5
Moss Park,March,2010,5
Briar Hill-Belgravia,March,2010,3
Hillcrest Village,March,2010,5
Bathurst Manor,March,2010,5
Kensington-Chinatown,March,2010,2
Rexdale-Kipling,March,2010,3
Pelmo Park-Humberlea,March,2010,2
Black Creek,March,2010,3
North St.James Town,March,2010,4
Oakridge,March,2010,4
Playter Estates-Danforth,March,2010,5
Banbury-Don Mills,March,2010,5
Glenfield-Jane Heights,March,2010,5
Leaside-Bennington,March,2010,5
Humbermede,March,2010,5
Malvern,March,2010,5
Englemount-Lawrence,March,2010,2
Englemount-Lawrence,March,2010,3
Yonge-St.Clair,March,2010,4
Kennedy Park,March,2010,4
Agincourt South-Malvern West,March,2010,5
Yorkdale-Glen Park,March,2010,4
Greenwood-Coxwell,March,2010,3
East End-Danforth,March,2010,2
New Toronto,March,2010,2
Guildwood,March,2010,3
Milliken,March,2010,3
Beechborough-Greenbrook,March,2010,4
Parkwoods-Donalda,March,2010,3
Stonegate-Queensway,March,2010,2
Playter Estates-Danforth,March,2010,3
Briar Hill-Belgravia,March,2010,5
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,March,2010,2
Kensington-Chinatown,March,2010,5
Willowdale East,March,2010,4
Forest Hill South,March,2010,3
Pleasant View,March,2010,2
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,March,2010,4
West Hill,March,2010,5
West Humber-Clairville,March,2010,5
Mount Pleasant West,March,2010,2
York University Heights,March,2010,2
Danforth,March,2010,5
Rosedale-Moore Park,March,2010,5
Lawrence Park South,March,2010,3
Steeles,March,2010,2
Eringate-Centennial-West DeaneMarkland Wood,March,2010,2
Briar Hill-Belgravia,March,2010,5
South Parkdale,March,2010,2
Danforth,March,2010,5
Birchcliffe-Cliffside,March,2010,3
Ionview,March,2010,4
Woodbine-Lumsden,March,2010,3
Stonegate-Queensway,March,2010,3
Mount Dennis,March,2010,2
Old East York,March,2010,3
Elms-Old Rexdale,March,2010,2
Agincourt North,March,2010,4
Yonge-Eglinton,March,2010,3
Glenfield-Jane Heights,March,2010,2
O'Connor-Parkview,March,2010,5
Cabbagetown-South St.James Town,March,2010,5
Regent Park,March,2010,2
Mount Olive-Silverstone-Jamestown,March,2010,2
Humber Summit,March,2010,4
Dufferin Grove,March,2010,3
Mimico,March,2010,3
Newtonbrook West,March,2010,5
Westminster-Branson,March,2010,4
Willowdale East,March,2010,3
Eringate-Centennial-West DeaneMarkland Wood,March,2010,5
Eglinton East,March,2010,5
Islington-City Centre West,March,2010,5
Bridle Path-Sunnybrook-York Mills,March,2010,3
Leaside-Bennington,March,2010,3
Bay Street Corridor,March,2010,3
West Hill,March,2010,2
Englemount-Lawrence,March,2010,5
Beechborough-Greenbrook,March,2010,4
Victoria Village,March,2010,3
Ionview,March,2010,5
Casa Loma,March,2010,2
Englemount-Lawrence,March,2010,5
Rexdale-Kipling,March,2010,2
Scarborough Village,March,2010,3
Dufferin Grove,March,2010,2
Taylor-Massey,March,2010,4
L'Amoreaux,March,2010,2
Clairlea-Birchmount,March,2010,3
Palmerston-Little Italy,March,2010,3
Banbury-Don Mills,March,2010,4
Elms-Old Rexdale,March,2010,5
Woodbine-Lumsden,March,2010,5
Ionview,March,2010,4
Bendale,March,2010,4
High Park North,March,2010,3
Rouge,March,2010,5
Yorkdale-Glen Park,March,2010,5
Bendale,March,2010,4
Danforth-East York,March,2010,4
Bayview Woods-Steeles,March,2010,4
Humewood-Cedarvale,March,2010,5
Waterfront Communities-The Island,March,2010,4
Mount Pleasant East,March,2010,5
Milliken,March,2010,2
Caledonia-Fairbank,March,2010,2
Humbermede,March,2010,4
Wexford/Maryvale,March,2010,2
Kingsway South,March,2010,2
Tam O'Shanter-Sullivan,March,2010,2
Highland Creek,March,2010,4
Old East York,March,2010,4
Mount Pleasant West,March,2010,5
Parkwoods-Donalda,March,2010,2
North St.James Town,March,2010,4
Niagara,March,2010,3
New Toronto,March,2010,5
Regent Park,March,2010,4
Rockcliffe-Smythe,March,2010,3
Islington-City Centre West,March,2010,4
York University Heights,March,2010,3
West Hill,March,2010,4
Edenbridge-Humber Valley,March,2010,4
Mimico,March,2010,5
Woodbine-Lumsden,March,2010,4
Forest Hill North,March,2010,3
Highland Creek,March,2010,2
Oakwood Village,March,2010,4
Humber Heights-Westmount,March,2010,4
York University Heights,March,2010,4
Palmerston-Little Italy,March,2010,5
Kingsview Village-The Westway,March,2010,5
Forest Hill South,March,2010,3
Willowridge-Martingrove-Richview,March,2010,4
Mount Dennis,March,2010,5
Flemingdon Park,March,2010,2
Bayview Woods-Steeles,March,2010,4
Parkwoods-Donalda,March,2010,4
Danforth,April,2010,2
Taylor-Massey,April,2010,5
Woburn,April,2010,5
Hillcrest Village,April,2010,4
Bedford Park-Nortown,April,2010,5
High Park-Swansea,April,2010,4
Bayview Woods-Steeles,April,2010,3
Bedford Park-Nortown,April,2010,3
Greenwood-Coxwell,April,2010,5
Humber Summit,April,2010,4
South Riverdale,April,2010,4
Hillcrest Village,April,2010,3
Yorkdale-Glen Park,April,2010,2
Trinity-Bellwoods,April,2010,5
Kensington-Chinatown,April,2010,3
Beechborough-Greenbrook,April,2010,4
North St.James Town,April,2010,4
Bathurst Manor,April,2010,3
Caledonia-Fairbank,April,2010,5
Trinity-Bellwoods,April,2010,3
Annex,April,2010,3
Ionview,April,2010,4
St.Andrew-Windfields,April,2010,5
Humewood-Cedarvale,April,2010,5
University,April,2010,5
Taylor-Massey,April,2010,5
Steeles,April,2010,2
Banbury-Don Mills,April,2010,3
Flemingdon Park,April,2010,3
Mount Dennis,April,2010,5
Cabbagetown-South St.James Town,April,2010,5
North St.James Town,April,2010,4
St.Andrew-Windfields,April,2010,4
Clairlea-Birchmount,April,2010,3
Hillcrest Village,April,2010,5
Kensington-Chinatown,April,2010,4
Lambton Baby Point,April,2010,2
Keelesdale-Eglinton West,April,2010,5
Birchcliffe-Cliffside,April,2010,3
Maple Leaf,April,2010,4
Rustic,April,2010,3
Henry Farm,April,2010,4
Ionview,April,2010,2
Steeles,April,2010,5
New Toronto,April,2010,2
Bridle Path-Sunnybrook-York Mills,April,2010,4
Oakwood Village,April,2010,2
Scarborough Village,April,2010,3
Trinity-Bellwoods,April,2010,2
Milliken,April,2010,5
Broadview North,April,2010,2
Lansing-Westgate,April,2010,2
North St.James Town,April,2010,3
Flemingdon Park,April,2010,2
Brookhaven-Amesbury,April,2010,5
Rustic,April,2010,2
Willowdale East,April,2010,4
Kensington-Chinatown,April,2010,3
Tam O'Shanter-Sullivan,April,2010,2
Newtonbrook West,April,2010,2
Palmerston-Little Italy,April,2010,2
Palmerston-Little Italy,April,2010,2
Dorset Park,April,2010,2
Stonegate-Queensway,April,2010,5
High Park-Swansea,April,2010,5
Roncesvalles,April,2010,5
Palmerston-Little Italy,April,2010,5
Leaside-Bennington,April,2010,4
Mount Dennis,April,2010,3
Bay Street Corridor,April,2010,5
Maple Leaf,April,2010,4
Tam O'Shanter-Sullivan,April,2010,4
Etobicoke West Mall,April,2010,3
Long Branch,April,2010,5
Etobicoke West Mall,April,2010,4
Yorkdale-Glen Park,April,2010,3
Hillcrest Village,April,2010,2
Steeles,April,2010,2
Cabbagetown-South St.James Town,April,2010,4
Lawrence Park North,April,2010,4
Cliffcrest,April,2010,3
Edenbridge-Humber Valley,April,2010,4
Lansing-Westgate,April,2010,2
Thorncliffe Park,April,2010,5
Willowdale West,April,2010,2
South Parkdale,April,2010,2
Clairlea-Birchmount,April,2010,4
South Riverdale,April,2010,4
West Humber-Clairville,April,2010,2
Milliken,April,2010,2
Roncesvalles,April,2010,3
Briar Hill-Belgravia,April,2010,2
Etobicoke West Mall,April,2010,3
Greenwood-Coxwell,April,2010,4
Ionview,April,2010,3
Humber Summit,April,2010,5
Forest Hill South,April,2010,3
Milliken,April,2010,4
Kensington-Chinatown,April,2010,4
Rouge,April,2010,2
Ionview,April,2010,3
Cabbagetown-South St.James Town,April,2010,2
Woodbine Corridor,April,2010,4
Bayview Village,April,2010,5
South Riverdale,April,2010,3
Runnymede-Bloor West VillageJunction Area,April,2010,4
Malvern,April,2010,2
Greenwood-Coxwell,April,2010,2
Humber Summit,April,2010,4
High Park-Swansea,April,2010,2
Clairlea-Birchmount,April,2010,5
East End-Danforth,April,2010,4
Danforth,April,2010,2
Elms-Old Rexdale,April,2010,3
East End-Danforth,April,2010,4
Forest Hill North,April,2010,2
Willowdale East,April,2010,5
L'Amoreaux,April,2010,5
Oakwood Village,April,2010,2
Beechborough-Greenbrook,April,2010,4
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,April,2010,4
Don Valley Village,April,2010,3
Mount Pleasant East,April,2010,3
Annex,April,2010,2
Kensington-Chinatown,April,2010,2
New Toronto,April,2010,4
Keelesdale-Eglinton West,April,2010,4
Leaside-Bennington,April,2010,2
Forest Hill North,April,2010,4
Thistletown-Beaumond Heights,April,2010,5
Downsview-Roding-CFB,April,2010,2
Mount Olive-Silverstone-Jamestown,April,2010,3
Taylor-Massey,April,2010,5
East End-Danforth,April,2010,5
Woburn,April,2010,4
Waterfront Communities-The Island,April,2010,4
Eglinton East,April,2010,2
Agincourt South-Malvern West,April,2010,2
Church-Yonge Corridor,April,2010,5
New Toronto,April,2010,2
Cliffcrest,April,2010,2
Mimico,May,2010,4
Kingsview Village-The Westway,May,2010,5
Bedford Park-Nortown,May,2010,3
Oakridge,May,2010,5
West Hill,May,2010,4
Banbury-Don Mills,May,2010,2
Woburn,May,2010,4
Newtonbrook West,May,2010,4
Yonge-Eglinton,May,2010,3
Humber Summit,May,2010,5
Mount Pleasant East,May,2010,3
Cabbagetown-South St.James Town,May,2010,2
University,May,2010,2
Agincourt South-Malvern West,May,2010,3
Leaside-Bennington,May,2010,2
Maple Leaf,May,2010,2
High Park North,May,2010,5
Rustic,May,2010,4
Banbury-Don Mills,May,2010,5
St.Andrew-Windfields,May,2010,3
Pleasant View,May,2010,5
Long Branch,May,2010,3
Birchcliffe-Cliffside,May,2010,2
South Parkdale,May,2010,3
Yonge-St.Clair,May,2010,5
Lawrence Park North,May,2010,4
Banbury-Don Mills,May,2010,3
Cliffcrest,May,2010,2
Scarborough Village,May,2010,4
Yonge-St.Clair,May,2010,2
Forest Hill South,May,2010,4
Old East York,May,2010,4
Rustic,May,2010,3
Mount Dennis,May,2010,2
Mount Pleasant West,May,2010,4
Niagara,May,2010,3
Black Creek,May,2010,4
Eglinton East,May,2010,5
